LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
FIN,LTINT,TOT,PC_PA,M,2018-10,0.73,
FIN,LTINT,TOT,PC_PA,M,2018-11,0.66,
FIN,LTINT,TOT,PC_PA,M,2018-12,0.55,
FIN,LTINT,TOT,PC_PA,M,2019-01,0.49,
FIN,LTINT,TOT,PC_PA,M,2019-02,0.38,
FIN,LTINT,TOT,PC_PA,M,2019-03,0.39,
FIN,LTINT,TOT,PC_PA,M,2019-04,0.34,
FIN,LTINT,TOT,PC_PA,M,2019-05,0.25,
FIN,LTINT,TOT,PC_PA,M,2019-06,0.05,
FIN,LTINT,TOT,PC_PA,M,2019-07,-0.09,
FIN,LTINT,TOT,PC_PA,M,2019-08,-0.35,
FIN,LTINT,TOT,PC_PA,M,2019-09,-0.3,
FIN,LTINT,TOT,PC_PA,M,2019-10,-0.21,
FIN,LTINT,TOT,PC_PA,M,2019-11,-0.08,
FIN,LTINT,TOT,PC_PA,M,2019-12,-0.03,
FIN,LTINT,TOT,PC_PA,M,2020-01,-0.07,
FIN,LTINT,TOT,PC_PA,M,2020-02,-0.23,
FIN,LTINT,TOT,PC_PA,M,2020-03,-0.12,
FIN,LTINT,TOT,PC_PA,M,2020-04,0.03,
FIN,LTINT,TOT,PC_PA,M,2020-05,-0.12,
FIN,LTINT,TOT,PC_PA,M,2020-06,-0.17,
FIN,LTINT,TOT,PC_PA,M,2020-07,-0.21,
FIN,LTINT,TOT,PC_PA,M,2020-08,-0.25,
FIN,LTINT,TOT,PC_PA,M,2020-09,-0.3,
FIN,LTINT,TOT,PC_PA,M,2020-10,-0.38,
FIN,LTINT,TOT,PC_PA,M,2020-11,-0.4,
FIN,LTINT,TOT,PC_PA,M,2020-12,-0.41,
FIN,LTINT,TOT,PC_PA,M,2021-01,-0.378421,
FIN,LTINT,TOT,PC_PA,M,2021-02,-0.21767,
FIN,LTINT,TOT,PC_PA,M,2021-03,-0.1238435,
FIN,LTINT,TOT,PC_PA,M,2021-04,-0.0792,
FIN,LTINT,TOT,PC_PA,M,2021-05,0.04909,
FIN,LTINT,TOT,PC_PA,M,2021-06,-0.01766667,
FIN,LTINT,TOT,PC_PA,M,2021-07,-0.09562727,
FIN,LTINT,TOT,PC_PA,M,2021-08,-0.2150545,
FIN,LTINT,TOT,PC_PA,M,2021-09,-0.08386364,
FIN,LTINT,TOT,PC_PA,M,2021-10,0.07888421,
FIN,LTINT,TOT,PC_PA,M,2021-11,0.0043,
FIN,LTINT,TOT,PC_PA,M,2021-12,-0.06184,
FIN,LTINT,TOT,PC_PA,M,2022-01,0.17909,
FIN,LTINT,TOT,PC_PA,M,2022-02,0.51082,
FIN,LTINT,TOT,PC_PA,M,2022-03,0.7158174,
FIN,LTINT,TOT,PC_PA,M,2022-04,1.177,
FIN,LTINT,TOT,PC_PA,M,2022-05,1.451962,
FIN,LTINT,TOT,PC_PA,M,2022-06,2.072276,
FIN,LTINT,TOT,PC_PA,M,2022-07,1.713857,
FIN,LTINT,TOT,PC_PA,M,2022-08,1.624904,
FIN,LTINT,TOT,PC_PA,M,2022-09,2.420836,
NZL,LTINT,TOT,PC_PA,M,2007-01,5.93,
NZL,LTINT,TOT,PC_PA,M,2007-02,5.94,
NZL,LTINT,TOT,PC_PA,M,2007-03,5.87,
NZL,LTINT,TOT,PC_PA,M,2007-04,6.06,
NZL,LTINT,TOT,PC_PA,M,2007-05,6.17,
NZL,LTINT,TOT,PC_PA,M,2007-06,6.72,
NZL,LTINT,TOT,PC_PA,M,2007-07,6.77,
NZL,LTINT,TOT,PC_PA,M,2007-08,6.4,
NZL,LTINT,TOT,PC_PA,M,2007-09,6.16,
NZL,LTINT,TOT,PC_PA,M,2007-10,6.37,
NZL,LTINT,TOT,PC_PA,M,2007-11,6.39,
NZL,LTINT,TOT,PC_PA,M,2007-12,6.4,
NZL,LTINT,TOT,PC_PA,M,2008-01,6.28,
NZL,LTINT,TOT,PC_PA,M,2008-02,6.4,
NZL,LTINT,TOT,PC_PA,M,2008-03,6.36,
NZL,LTINT,TOT,PC_PA,M,2008-04,6.48,
NZL,LTINT,TOT,PC_PA,M,2008-05,6.43,
NZL,LTINT,TOT,PC_PA,M,2008-06,6.42,
NZL,LTINT,TOT,PC_PA,M,2008-07,6.18,
NZL,LTINT,TOT,PC_PA,M,2008-08,6.13,
NZL,LTINT,TOT,PC_PA,M,2008-09,5.82,
NZL,LTINT,TOT,PC_PA,M,2008-10,5.86,
NZL,LTINT,TOT,PC_PA,M,2008-11,5.73,
NZL,LTINT,TOT,PC_PA,M,2008-12,4.88,
NZL,LTINT,TOT,PC_PA,M,2009-01,4.49,
NZL,LTINT,TOT,PC_PA,M,2009-02,4.53,
NZL,LTINT,TOT,PC_PA,M,2009-03,4.77,
NZL,LTINT,TOT,PC_PA,M,2009-04,5.24,
NZL,LTINT,TOT,PC_PA,M,2009-05,5.59,
NZL,LTINT,TOT,PC_PA,M,2009-06,5.97,
NZL,LTINT,TOT,PC_PA,M,2009-07,5.75,
NZL,LTINT,TOT,PC_PA,M,2009-08,5.82,
NZL,LTINT,TOT,PC_PA,M,2009-09,5.63,
NZL,LTINT,TOT,PC_PA,M,2009-10,5.66,
NZL,LTINT,TOT,PC_PA,M,2009-11,6.01,
NZL,LTINT,TOT,PC_PA,M,2009-12,6.02,
NZL,LTINT,TOT,PC_PA,M,2010-01,6,
NZL,LTINT,TOT,PC_PA,M,2010-02,5.86,
NZL,LTINT,TOT,PC_PA,M,2010-03,5.86,
NZL,LTINT,TOT,PC_PA,M,2010-04,5.96,
NZL,LTINT,TOT,PC_PA,M,2010-05,5.73,
NZL,LTINT,TOT,PC_PA,M,2010-06,5.51,
NZL,LTINT,TOT,PC_PA,M,2010-07,5.4,
NZL,LTINT,TOT,PC_PA,M,2010-08,5.24,
NZL,LTINT,TOT,PC_PA,M,2010-09,5.28,
NZL,LTINT,TOT,PC_PA,M,2010-10,5.09,
NZL,LTINT,TOT,PC_PA,M,2010-11,5.49,
NZL,LTINT,TOT,PC_PA,M,2010-12,5.82,
NZL,LTINT,TOT,PC_PA,M,2011-01,5.61,
NZL,LTINT,TOT,PC_PA,M,2011-02,5.56,
NZL,LTINT,TOT,PC_PA,M,2011-03,5.58,
NZL,LTINT,TOT,PC_PA,M,2011-04,5.7,
NZL,LTINT,TOT,PC_PA,M,2011-05,5.23,
NZL,LTINT,TOT,PC_PA,M,2011-06,5.04,
NZL,LTINT,TOT,PC_PA,M,2011-07,5.07,
NZL,LTINT,TOT,PC_PA,M,2011-08,4.55,
NZL,LTINT,TOT,PC_PA,M,2011-09,4.41,
NZL,LTINT,TOT,PC_PA,M,2011-10,4.54,
NZL,LTINT,TOT,PC_PA,M,2011-11,4.14,
NZL,LTINT,TOT,PC_PA,M,2011-12,3.91,
NZL,LTINT,TOT,PC_PA,M,2012-01,3.86,
NZL,LTINT,TOT,PC_PA,M,2012-02,3.98,
NZL,LTINT,TOT,PC_PA,M,2012-03,4.17,
NZL,LTINT,TOT,PC_PA,M,2012-04,3.98,
NZL,LTINT,TOT,PC_PA,M,2012-05,3.66,
NZL,LTINT,TOT,PC_PA,M,2012-06,3.4,
NZL,LTINT,TOT,PC_PA,M,2012-07,3.4,
NZL,LTINT,TOT,PC_PA,M,2012-08,3.66,
NZL,LTINT,TOT,PC_PA,M,2012-09,3.57,
NZL,LTINT,TOT,PC_PA,M,2012-10,3.51,
NZL,LTINT,TOT,PC_PA,M,2012-11,3.47,
NZL,LTINT,TOT,PC_PA,M,2012-12,3.56,
NZL,LTINT,TOT,PC_PA,M,2013-01,3.55,
NZL,LTINT,TOT,PC_PA,M,2013-02,3.81,
NZL,LTINT,TOT,PC_PA,M,2013-03,3.72,
NZL,LTINT,TOT,PC_PA,M,2013-04,3.33,
NZL,LTINT,TOT,PC_PA,M,2013-05,3.37,
NZL,LTINT,TOT,PC_PA,M,2013-06,3.83,
NZL,LTINT,TOT,PC_PA,M,2013-07,4.23,
NZL,LTINT,TOT,PC_PA,M,2013-08,4.47,
NZL,LTINT,TOT,PC_PA,M,2013-09,4.7,
NZL,LTINT,TOT,PC_PA,M,2013-10,4.65,
NZL,LTINT,TOT,PC_PA,M,2013-11,4.7,
NZL,LTINT,TOT,PC_PA,M,2013-12,4.76,
NZL,LTINT,TOT,PC_PA,M,2014-01,4.64,
NZL,LTINT,TOT,PC_PA,M,2014-02,4.57,
NZL,LTINT,TOT,PC_PA,M,2014-03,4.58,
NZL,LTINT,TOT,PC_PA,M,2014-04,4.55,
NZL,LTINT,TOT,PC_PA,M,2014-05,4.29,
NZL,LTINT,TOT,PC_PA,M,2014-06,4.42,
NZL,LTINT,TOT,PC_PA,M,2014-07,4.37,
NZL,LTINT,TOT,PC_PA,M,2014-08,4.2,
NZL,LTINT,TOT,PC_PA,M,2014-09,4.19,
NZL,LTINT,TOT,PC_PA,M,2014-10,4.04,
NZL,LTINT,TOT,PC_PA,M,2014-11,4.03,
NZL,LTINT,TOT,PC_PA,M,2014-12,3.77,
NZL,LTINT,TOT,PC_PA,M,2015-01,3.42,
NZL,LTINT,TOT,PC_PA,M,2015-02,3.26,
NZL,LTINT,TOT,PC_PA,M,2015-03,3.3,
NZL,LTINT,TOT,PC_PA,M,2015-04,3.25,
NZL,LTINT,TOT,PC_PA,M,2015-05,3.65,
NZL,LTINT,TOT,PC_PA,M,2015-06,3.77,
NZL,LTINT,TOT,PC_PA,M,2015-07,3.47,
NZL,LTINT,TOT,PC_PA,M,2015-08,3.29,
NZL,LTINT,TOT,PC_PA,M,2015-09,3.29,
NZL,LTINT,TOT,PC_PA,M,2015-10,3.34,
NZL,LTINT,TOT,PC_PA,M,2015-11,3.49,
NZL,LTINT,TOT,PC_PA,M,2015-12,3.55,
NZL,LTINT,TOT,PC_PA,M,2016-01,3.31,
NZL,LTINT,TOT,PC_PA,M,2016-02,3.06,
NZL,LTINT,TOT,PC_PA,M,2016-03,3.02,
NZL,LTINT,TOT,PC_PA,M,2016-04,2.86,
NZL,LTINT,TOT,PC_PA,M,2016-05,2.67,
NZL,LTINT,TOT,PC_PA,M,2016-06,2.51,
NZL,LTINT,TOT,PC_PA,M,2016-07,2.27,
NZL,LTINT,TOT,PC_PA,M,2016-08,2.19,
NZL,LTINT,TOT,PC_PA,M,2016-09,2.4,
NZL,LTINT,TOT,PC_PA,M,2016-10,2.53,
NZL,LTINT,TOT,PC_PA,M,2016-11,2.99,
NZL,LTINT,TOT,PC_PA,M,2016-12,3.33,
NZL,LTINT,TOT,PC_PA,M,2017-01,3.23,
NZL,LTINT,TOT,PC_PA,M,2017-02,3.29,
NZL,LTINT,TOT,PC_PA,M,2017-03,3.28,
NZL,LTINT,TOT,PC_PA,M,2017-04,3.05,
NZL,LTINT,TOT,PC_PA,M,2017-05,2.93,
NZL,LTINT,TOT,PC_PA,M,2017-06,2.77,
NZL,LTINT,TOT,PC_PA,M,2017-07,2.97,
NZL,LTINT,TOT,PC_PA,M,2017-08,2.88,
NZL,LTINT,TOT,PC_PA,M,2017-09,2.91,
NZL,LTINT,TOT,PC_PA,M,2017-10,2.97,
NZL,LTINT,TOT,PC_PA,M,2017-11,2.85,
NZL,LTINT,TOT,PC_PA,M,2017-12,2.76,
NZL,LTINT,TOT,PC_PA,M,2018-01,2.88,
NZL,LTINT,TOT,PC_PA,M,2018-02,2.97,
NZL,LTINT,TOT,PC_PA,M,2018-03,2.89,
NZL,LTINT,TOT,PC_PA,M,2018-04,2.82,
NZL,LTINT,TOT,PC_PA,M,2018-05,2.78,
NZL,LTINT,TOT,PC_PA,M,2018-06,2.9,
NZL,LTINT,TOT,PC_PA,M,2018-07,2.81,
NZL,LTINT,TOT,PC_PA,M,2018-08,2.64,
NZL,LTINT,TOT,PC_PA,M,2018-09,2.6,
NZL,LTINT,TOT,PC_PA,M,2018-10,2.62,
NZL,LTINT,TOT,PC_PA,M,2018-11,2.69,
NZL,LTINT,TOT,PC_PA,M,2018-12,2.45,
NZL,LTINT,TOT,PC_PA,M,2019-01,2.33,
NZL,LTINT,TOT,PC_PA,M,2019-02,2.18,
NZL,LTINT,TOT,PC_PA,M,2019-03,2.02,
NZL,LTINT,TOT,PC_PA,M,2019-04,1.96,
NZL,LTINT,TOT,PC_PA,M,2019-05,1.79,
NZL,LTINT,TOT,PC_PA,M,2019-06,1.63,
NZL,LTINT,TOT,PC_PA,M,2019-07,1.55,
NZL,LTINT,TOT,PC_PA,M,2019-08,1.13,
NZL,LTINT,TOT,PC_PA,M,2019-09,1.16,
NZL,LTINT,TOT,PC_PA,M,2019-10,1.16,
NZL,LTINT,TOT,PC_PA,M,2019-11,1.35,
NZL,LTINT,TOT,PC_PA,M,2019-12,1.53,
NZL,LTINT,TOT,PC_PA,M,2020-01,1.48,
NZL,LTINT,TOT,PC_PA,M,2020-02,1.28,
NZL,LTINT,TOT,PC_PA,M,2020-03,1.08,
NZL,LTINT,TOT,PC_PA,M,2020-04,0.95,
NZL,LTINT,TOT,PC_PA,M,2020-05,0.64,
NZL,LTINT,TOT,PC_PA,M,2020-06,0.9,
NZL,LTINT,TOT,PC_PA,M,2020-07,0.91,
NZL,LTINT,TOT,PC_PA,M,2020-08,0.68,
NZL,LTINT,TOT,PC_PA,M,2020-09,0.56,
NZL,LTINT,TOT,PC_PA,M,2020-10,0.54,
NZL,LTINT,TOT,PC_PA,M,2020-11,0.75,
NZL,LTINT,TOT,PC_PA,M,2020-12,0.92,
NZL,LTINT,TOT,PC_PA,M,2021-01,1.04,
NZL,LTINT,TOT,PC_PA,M,2021-02,1.46,
NZL,LTINT,TOT,PC_PA,M,2021-03,1.76,
NZL,LTINT,TOT,PC_PA,M,2021-04,1.68,
NZL,LTINT,TOT,PC_PA,M,2021-05,1.81,
NZL,LTINT,TOT,PC_PA,M,2021-06,1.76,
NZL,LTINT,TOT,PC_PA,M,2021-07,1.59,
NZL,LTINT,TOT,PC_PA,M,2021-08,1.65,
NZL,LTINT,TOT,PC_PA,M,2021-09,1.87,
NZL,LTINT,TOT,PC_PA,M,2021-10,2.21,
NZL,LTINT,TOT,PC_PA,M,2021-11,2.57,
NZL,LTINT,TOT,PC_PA,M,2021-12,2.38,
NZL,LTINT,TOT,PC_PA,M,2022-01,2.56,
NZL,LTINT,TOT,PC_PA,M,2022-02,2.74,
NZL,LTINT,TOT,PC_PA,M,2022-03,3.07,
NZL,LTINT,TOT,PC_PA,M,2022-04,3.47,
NZL,LTINT,TOT,PC_PA,M,2022-05,3.64,
NZL,LTINT,TOT,PC_PA,M,2022-06,3.98,
NZL,LTINT,TOT,PC_PA,M,2022-07,3.67,
NZL,LTINT,TOT,PC_PA,M,2022-08,3.57,
NZL,LTINT,TOT,PC_PA,M,2022-09,4.07,
ESP,LTINT,TOT,PC_PA,M,2007-01,4.072454,
ESP,LTINT,TOT,PC_PA,M,2007-02,4.1108,
ESP,LTINT,TOT,PC_PA,M,2007-03,4.008682,
ESP,LTINT,TOT,PC_PA,M,2007-04,4.208737,
ESP,LTINT,TOT,PC_PA,M,2007-05,4.336286,
ESP,LTINT,TOT,PC_PA,M,2007-06,4.620286,
ESP,LTINT,TOT,PC_PA,M,2007-07,4.596227,
ESP,LTINT,TOT,PC_PA,M,2007-08,4.39813,
ESP,LTINT,TOT,PC_PA,M,2007-09,4.354,
ESP,LTINT,TOT,PC_PA,M,2007-10,4.378348,
ESP,LTINT,TOT,PC_PA,M,2007-11,4.247864,
ESP,LTINT,TOT,PC_PA,M,2007-12,4.347706,
ESP,LTINT,TOT,PC_PA,M,2008-01,4.182727,
ESP,LTINT,TOT,PC_PA,M,2008-02,4.144095,
ESP,LTINT,TOT,PC_PA,M,2008-03,4.117631,
ESP,LTINT,TOT,PC_PA,M,2008-04,4.310273,
ESP,LTINT,TOT,PC_PA,M,2008-05,4.42215,
ESP,LTINT,TOT,PC_PA,M,2008-06,4.791619,
ESP,LTINT,TOT,PC_PA,M,2008-07,4.797863,
ESP,LTINT,TOT,PC_PA,M,2008-08,4.559118,
ESP,LTINT,TOT,PC_PA,M,2008-09,4.568333,
ESP,LTINT,TOT,PC_PA,M,2008-10,4.466,
ESP,LTINT,TOT,PC_PA,M,2008-11,4.1468,
ESP,LTINT,TOT,PC_PA,M,2008-12,3.858176,
ESP,LTINT,TOT,PC_PA,M,2009-01,4.145842,
ESP,LTINT,TOT,PC_PA,M,2009-02,4.23355,
ESP,LTINT,TOT,PC_PA,M,2009-03,4.058762,
ESP,LTINT,TOT,PC_PA,M,2009-04,4.00575,
ESP,LTINT,TOT,PC_PA,M,2009-05,4.05425,
ESP,LTINT,TOT,PC_PA,M,2009-06,4.235045,
ESP,LTINT,TOT,PC_PA,M,2009-07,4.011957,
ESP,LTINT,TOT,PC_PA,M,2009-08,3.778381,
ESP,LTINT,TOT,PC_PA,M,2009-09,3.803227,
ESP,LTINT,TOT,PC_PA,M,2009-10,3.771091,
ESP,LTINT,TOT,PC_PA,M,2009-11,3.789524,
ESP,LTINT,TOT,PC_PA,M,2009-12,3.8042,
ESP,LTINT,TOT,PC_PA,M,2010-01,3.98865,
ESP,LTINT,TOT,PC_PA,M,2010-02,3.9781,
ESP,LTINT,TOT,PC_PA,M,2010-03,3.830478,
ESP,LTINT,TOT,PC_PA,M,2010-04,3.901421,
ESP,LTINT,TOT,PC_PA,M,2010-05,4.084143,
ESP,LTINT,TOT,PC_PA,M,2010-06,4.5555,
ESP,LTINT,TOT,PC_PA,M,2010-07,4.433091,
ESP,LTINT,TOT,PC_PA,M,2010-08,4.037182,
ESP,LTINT,TOT,PC_PA,M,2010-09,4.094636,
ESP,LTINT,TOT,PC_PA,M,2010-10,4.036524,
ESP,LTINT,TOT,PC_PA,M,2010-11,4.685905,
ESP,LTINT,TOT,PC_PA,M,2010-12,5.374381,
ESP,LTINT,TOT,PC_PA,M,2011-01,5.379333,
ESP,LTINT,TOT,PC_PA,M,2011-02,5.2578,
ESP,LTINT,TOT,PC_PA,M,2011-03,5.249435,
ESP,LTINT,TOT,PC_PA,M,2011-04,5.328737,
ESP,LTINT,TOT,PC_PA,M,2011-05,5.322182,
ESP,LTINT,TOT,PC_PA,M,2011-06,5.479864,
ESP,LTINT,TOT,PC_PA,M,2011-07,5.824857,
ESP,LTINT,TOT,PC_PA,M,2011-08,5.252348,
ESP,LTINT,TOT,PC_PA,M,2011-09,5.200227,
ESP,LTINT,TOT,PC_PA,M,2011-10,5.251333,
ESP,LTINT,TOT,PC_PA,M,2011-11,6.192091,
ESP,LTINT,TOT,PC_PA,M,2011-12,5.504524,
ESP,LTINT,TOT,PC_PA,M,2012-01,5.399286,
ESP,LTINT,TOT,PC_PA,M,2012-02,5.111095,
ESP,LTINT,TOT,PC_PA,M,2012-03,5.169727,
ESP,LTINT,TOT,PC_PA,M,2012-04,5.79,
ESP,LTINT,TOT,PC_PA,M,2012-05,6.125546,
ESP,LTINT,TOT,PC_PA,M,2012-06,6.589381,
ESP,LTINT,TOT,PC_PA,M,2012-07,6.795,
ESP,LTINT,TOT,PC_PA,M,2012-08,6.581285,
ESP,LTINT,TOT,PC_PA,M,2012-09,5.9205,
ESP,LTINT,TOT,PC_PA,M,2012-10,5.646591,
ESP,LTINT,TOT,PC_PA,M,2012-11,5.690091,
ESP,LTINT,TOT,PC_PA,M,2012-12,5.339944,
ESP,LTINT,TOT,PC_PA,M,2013-01,5.050273,
ESP,LTINT,TOT,PC_PA,M,2013-02,5.2183,
ESP,LTINT,TOT,PC_PA,M,2013-03,4.92135,
ESP,LTINT,TOT,PC_PA,M,2013-04,4.591095,
ESP,LTINT,TOT,PC_PA,M,2013-05,4.246318,
ESP,LTINT,TOT,PC_PA,M,2013-06,4.6707,
ESP,LTINT,TOT,PC_PA,M,2013-07,4.660174,
ESP,LTINT,TOT,PC_PA,M,2013-08,4.507182,
ESP,LTINT,TOT,PC_PA,M,2013-09,4.416905,
ESP,LTINT,TOT,PC_PA,M,2013-10,4.216348,
ESP,LTINT,TOT,PC_PA,M,2013-11,4.10635,
ESP,LTINT,TOT,PC_PA,M,2013-12,4.13855,
ESP,LTINT,TOT,PC_PA,M,2014-01,3.785,
ESP,LTINT,TOT,PC_PA,M,2014-02,3.56125,
ESP,LTINT,TOT,PC_PA,M,2014-03,3.312,
ESP,LTINT,TOT,PC_PA,M,2014-04,3.10415,
ESP,LTINT,TOT,PC_PA,M,2014-05,2.933429,
ESP,LTINT,TOT,PC_PA,M,2014-06,2.712476,
ESP,LTINT,TOT,PC_PA,M,2014-07,2.671,
ESP,LTINT,TOT,PC_PA,M,2014-08,2.4194,
ESP,LTINT,TOT,PC_PA,M,2014-09,2.196045,
ESP,LTINT,TOT,PC_PA,M,2014-10,2.111304,
ESP,LTINT,TOT,PC_PA,M,2014-11,2.07055,
ESP,LTINT,TOT,PC_PA,M,2014-12,1.785368,
ESP,LTINT,TOT,PC_PA,M,2015-01,1.542095,
ESP,LTINT,TOT,PC_PA,M,2015-02,1.5131,
ESP,LTINT,TOT,PC_PA,M,2015-03,1.225818,
ESP,LTINT,TOT,PC_PA,M,2015-04,1.31275,
ESP,LTINT,TOT,PC_PA,M,2015-05,1.770632,
ESP,LTINT,TOT,PC_PA,M,2015-06,2.233954,
ESP,LTINT,TOT,PC_PA,M,2015-07,2.100696,
ESP,LTINT,TOT,PC_PA,M,2015-08,1.949762,
ESP,LTINT,TOT,PC_PA,M,2015-09,2.030773,
ESP,LTINT,TOT,PC_PA,M,2015-10,1.728182,
ESP,LTINT,TOT,PC_PA,M,2015-11,1.727667,
ESP,LTINT,TOT,PC_PA,M,2015-12,1.685619,
ESP,LTINT,TOT,PC_PA,M,2016-01,1.72795,
ESP,LTINT,TOT,PC_PA,M,2016-02,1.723524,
ESP,LTINT,TOT,PC_PA,M,2016-03,1.550762,
ESP,LTINT,TOT,PC_PA,M,2016-04,1.513524,
ESP,LTINT,TOT,PC_PA,M,2016-05,1.5665,
ESP,LTINT,TOT,PC_PA,M,2016-06,1.479955,
ESP,LTINT,TOT,PC_PA,M,2016-07,1.169095,
ESP,LTINT,TOT,PC_PA,M,2016-08,1.014304,
ESP,LTINT,TOT,PC_PA,M,2016-09,1.040909,
ESP,LTINT,TOT,PC_PA,M,2016-10,1.072619,
ESP,LTINT,TOT,PC_PA,M,2016-11,1.423818,
ESP,LTINT,TOT,PC_PA,M,2016-12,1.436667,
ESP,LTINT,TOT,PC_PA,M,2017-01,1.466318,
ESP,LTINT,TOT,PC_PA,M,2017-02,1.703,
ESP,LTINT,TOT,PC_PA,M,2017-03,1.717522,
ESP,LTINT,TOT,PC_PA,M,2017-04,1.617778,
ESP,LTINT,TOT,PC_PA,M,2017-05,1.568409,
ESP,LTINT,TOT,PC_PA,M,2017-06,1.452318,
ESP,LTINT,TOT,PC_PA,M,2017-07,1.59781,
ESP,LTINT,TOT,PC_PA,M,2017-08,1.484864,
ESP,LTINT,TOT,PC_PA,M,2017-09,1.541286,
ESP,LTINT,TOT,PC_PA,M,2017-10,1.614682,
ESP,LTINT,TOT,PC_PA,M,2017-11,1.488773,
ESP,LTINT,TOT,PC_PA,M,2017-12,1.441632,
ESP,LTINT,TOT,PC_PA,M,2018-01,1.473864,
ESP,LTINT,TOT,PC_PA,M,2018-02,1.5178,
ESP,LTINT,TOT,PC_PA,M,2018-03,1.349619,
ESP,LTINT,TOT,PC_PA,M,2018-04,1.2183,
ESP,LTINT,TOT,PC_PA,M,2018-05,1.385818,
ESP,LTINT,TOT,PC_PA,M,2018-06,1.372905,
ESP,LTINT,TOT,PC_PA,M,2018-07,1.317545,
ESP,LTINT,TOT,PC_PA,M,2018-08,1.372391,
ESP,LTINT,TOT,PC_PA,M,2018-09,1.4418,
ESP,LTINT,TOT,PC_PA,M,2018-10,1.573565,
ESP,LTINT,TOT,PC_PA,M,2018-11,1.582409,
ESP,LTINT,TOT,PC_PA,M,2018-12,1.426211,
ESP,LTINT,TOT,PC_PA,M,2019-01,1.378773,
ESP,LTINT,TOT,PC_PA,M,2019-02,1.28095,
ESP,LTINT,TOT,PC_PA,M,2019-03,1.126857,
ESP,LTINT,TOT,PC_PA,M,2019-04,1.0623,
ESP,LTINT,TOT,PC_PA,M,2019-05,0.8796818,
ESP,LTINT,TOT,PC_PA,M,2019-06,0.4994,
ESP,LTINT,TOT,PC_PA,M,2019-07,0.3551304,
ESP,LTINT,TOT,PC_PA,M,2019-08,0.1417727,
ESP,LTINT,TOT,PC_PA,M,2019-09,0.1833809,
ESP,LTINT,TOT,PC_PA,M,2019-10,0.2025217,
ESP,LTINT,TOT,PC_PA,M,2019-11,0.3849524,
ESP,LTINT,TOT,PC_PA,M,2019-12,0.4365,
ESP,LTINT,TOT,PC_PA,M,2020-01,0.4188636,
ESP,LTINT,TOT,PC_PA,M,2020-02,0.2742,
ESP,LTINT,TOT,PC_PA,M,2020-03,0.5093182,
ESP,LTINT,TOT,PC_PA,M,2020-04,0.8217,
ESP,LTINT,TOT,PC_PA,M,2020-05,0.7478095,
ESP,LTINT,TOT,PC_PA,M,2020-06,0.5170909,
ESP,LTINT,TOT,PC_PA,M,2020-07,0.3766087,
ESP,LTINT,TOT,PC_PA,M,2020-08,0.301,
ESP,LTINT,TOT,PC_PA,M,2020-09,0.2806818,
ESP,LTINT,TOT,PC_PA,M,2020-10,0.1701818,
ESP,LTINT,TOT,PC_PA,M,2020-11,0.09409524,
ESP,LTINT,TOT,PC_PA,M,2020-12,0.04218182,
ESP,LTINT,TOT,PC_PA,M,2021-01,0.07825,
ESP,LTINT,TOT,PC_PA,M,2021-02,0.22555,
ESP,LTINT,TOT,PC_PA,M,2021-03,0.3096087,
ESP,LTINT,TOT,PC_PA,M,2021-04,0.36725,
ESP,LTINT,TOT,PC_PA,M,2021-05,0.5165714,
ESP,LTINT,TOT,PC_PA,M,2021-06,0.4455,
ESP,LTINT,TOT,PC_PA,M,2021-07,0.3327727,
ESP,LTINT,TOT,PC_PA,M,2021-08,0.2182273,
ESP,LTINT,TOT,PC_PA,M,2021-09,0.3302727,
ESP,LTINT,TOT,PC_PA,M,2021-10,0.471,
ESP,LTINT,TOT,PC_PA,M,2021-11,0.4766818,
ESP,LTINT,TOT,PC_PA,M,2021-12,0.4133182,
ESP,LTINT,TOT,PC_PA,M,2022-01,0.6645238,
ESP,LTINT,TOT,PC_PA,M,2022-02,1.11215,
ESP,LTINT,TOT,PC_PA,M,2022-03,1.225348,
ESP,LTINT,TOT,PC_PA,M,2022-04,1.689474,
ESP,LTINT,TOT,PC_PA,M,2022-05,2.051364,
ESP,LTINT,TOT,PC_PA,M,2022-06,2.6485,
ESP,LTINT,TOT,PC_PA,M,2022-07,2.333238,
ESP,LTINT,TOT,PC_PA,M,2022-08,2.175869,
ESP,LTINT,TOT,PC_PA,M,2022-09,2.952045,
HUN,LTINT,TOT,PC_PA,M,2007-01,6.96,
HUN,LTINT,TOT,PC_PA,M,2007-02,6.96,
HUN,LTINT,TOT,PC_PA,M,2007-03,6.79,
HUN,LTINT,TOT,PC_PA,M,2007-04,6.65,
HUN,LTINT,TOT,PC_PA,M,2007-05,6.53,
HUN,LTINT,TOT,PC_PA,M,2007-06,6.71,
HUN,LTINT,TOT,PC_PA,M,2007-07,6.58,
HUN,LTINT,TOT,PC_PA,M,2007-08,6.8,
HUN,LTINT,TOT,PC_PA,M,2007-09,6.67,
HUN,LTINT,TOT,PC_PA,M,2007-10,6.61,
HUN,LTINT,TOT,PC_PA,M,2007-11,6.74,
HUN,LTINT,TOT,PC_PA,M,2007-12,6.93,
HUN,LTINT,TOT,PC_PA,M,2008-01,7.11,
HUN,LTINT,TOT,PC_PA,M,2008-02,7.58,
HUN,LTINT,TOT,PC_PA,M,2008-03,8.41,
